,Puts,Bid,Ask,Vol,Expiration,Strike,Put IV
6270,17 Mar 87.50 (AAPL1717O87.5),0.75,0.78,4,137,87.5,0.279390559164
6285,17 Mar 90.00 (AAPL1717O90),0.96,0.99,27,137,90.0,0.270197065726
6287,17 Mar 90.00 (AAPL1717O90-4),0.96,1.00,5,137,90.0,0.270608196389
6295,17 Mar 90.00 (AAPL1717O90-O),0.96,0.99,10,137,90.0,0.270197065726
6298,17 Mar 90.00 (AAPL1717O90-X),0.96,1.00,10,137,90.0,0.270608196389
6315,17 Mar 95.00 (AAPL1717O95),1.59,1.61,9,137,95.0,0.254333953735
6317,17 Mar 95.00 (AAPL1717O95-4),1.56,1.63,3,137,95.0,0.254032033424
6321,17 Mar 95.00 (AAPL1717O95-E),1.55,1.62,6,137,95.0,0.253427332786
6330,17 Mar 97.50 (AAPL1717O97.5),2.03,2.05,10,137,97.5,0.247112081224
6333,17 Mar 97.50 (AAPL1717O97.5-8),1.99,2.20,3,137,97.5,0.250009695129
6341,17 Mar 97.50 (AAPL1717O97.5-P),2.03,2.05,3,137,97.5,0.247112081224
6345,17 Mar 100.00 (AAPL1717O100),2.57,2.59,548,137,100.0,0.239973808381
6347,17 Mar 100.00 (AAPL1717O100-4),2.54,2.60,10,137,100.0,0.239502021369
6348,17 Mar 100.00 (AAPL1717O100-8),2.54,2.62,110,137,100.0,0.239973808381
6349,17 Mar 100.00 (AAPL1717O100-A),2.54,2.60,14,137,100.0,0.239502021369
6350,17 Mar 100.00 (AAPL1717O100-B),2.53,2.59,10,137,100.0,0.239029903743
6351,17 Mar 100.00 (AAPL1717O100-E),2.54,2.60,131,137,100.0,0.239502021369
6352,17 Mar 100.00 (AAPL1717O100-I),2.57,2.59,156,137,100.0,0.239973808381
6353,17 Mar 100.00 (AAPL1717O100-J),2.54,2.59,11,137,100.0,0.239266004036
6355,17 Mar 100.00 (AAPL1717O100-O),2.55,2.59,32,137,100.0,0.239502021369
6356,17 Mar 100.00 (AAPL1717O100-P),2.53,2.58,27,137,100.0,0.238793720178
6357,17 Mar 100.00 (AAPL1717O100-S),2.54,2.61,13,137,100.0,0.239737956049
6358,17 Mar 100.00 (AAPL1717O100-X),2.54,2.60,18,137,100.0,0.239502021369
6359,17 Mar 100.00 (AAPL1717O100-Y),2.56,2.61,16,137,100.0,0.240209578671
6360,17 Mar 105.00 (AAPL1717O105),4.05,4.15,295,137,105.0,0.228965465703
6361,17 Mar 105.00 (AAPL1717O105-3),4.05,4.15,6,137,105.0,0.228965465703
6362,17 Mar 105.00 (AAPL1717O105-4),4.05,4.15,4,137,105.0,0.228965465703
6363,17 Mar 105.00 (AAPL1717O105-8),4.05,4.15,63,137,105.0,0.228965465703
6364,17 Mar 105.00 (AAPL1717O105-A),4.05,4.15,3,137,105.0,0.228965465703
6366,17 Mar 105.00 (AAPL1717O105-E),4.05,4.15,182,137,105.0,0.228965465703
6370,17 Mar 105.00 (AAPL1717O105-O),4.05,4.15,4,137,105.0,0.228965465703
6371,17 Mar 105.00 (AAPL1717O105-P),4.05,4.15,4,137,105.0,0.228965465703
6373,17 Mar 105.00 (AAPL1717O105-X),4.05,4.15,29,137,105.0,0.228965465703
6375,17 Mar 110.00 (AAPL1717O110),6.15,6.30,133,137,110.0,0.21843627614
6378,17 Mar 110.00 (AAPL1717O110-8),6.15,6.30,3,137,110.0,0.21843627614
6380,17 Mar 110.00 (AAPL1717O110-B),6.10,6.30,3,137,110.0,0.217496115117
6381,17 Mar 110.00 (AAPL1717O110-E),6.10,6.20,104,137,110.0,0.215615811715
6382,17 Mar 110.00 (AAPL1717O110-I),6.15,6.30,15,137,110.0,0.21843627614
6388,17 Mar 110.00 (AAPL1717O110-X),6.15,6.30,4,137,110.0,0.21843627614
6390,17 Mar 115.00 (AAPL1717O115),8.90,9.10,19,137,115.0,0.207428205412
6397,17 Mar 115.00 (AAPL1717O115-I),8.90,9.00,15,137,115.0,0.205432825745
6403,17 Mar 115.00 (AAPL1717O115-X),8.90,9.10,3,137,115.0,0.207428205412
6420,17 Mar 125.00 (AAPL1717O125),16.30,16.45,21,137,125.0,0.17731906566
6431,17 Mar 125.00 (AAPL1717O125-P),16.30,16.45,20,137,125.0,0.17731906566
6435,17 Mar 130.00 (AAPL1717O130),20.75,20.95,5,137,130.0,0.154124948666
6441,17 Mar 130.00 (AAPL1717O130-E),20.75,20.95,5,137,130.0,0.154124948666
6450,17 Mar 135.00 (AAPL1717O135),25.45,25.65,57,137,135.0,0.0
6456,17 Mar 135.00 (AAPL1717O135-E),25.50,25.70,15,137,135.0,0.0
6460,17 Mar 135.00 (AAPL1717O135-O),25.45,25.65,42,137,135.0,0.0
6570,17 Apr 65.00 (AAPL1721P65),0.13,0.15,10,167,65.0,0.367057700896
6576,17 Apr 65.00 (AAPL1721P65-E),0.13,0.15,10,167,65.0,0.367057700896
6585,17 Apr 70.00 (AAPL1721P70),0.21,0.22,3,167,70.0,0.34271064591
6592,17 Apr 70.00 (AAPL1721P70-I),0.21,0.22,3,167,70.0,0.34271064591
6615,17 Apr 80.00 (AAPL1721P80),0.52,0.55,51,167,80.0,0.302026142659
6626,17 Apr 80.00 (AAPL1721P80-P),0.52,0.55,50,167,80.0,0.302026142659
6630,17 Apr 85.00 (AAPL1721P85),0.83,0.86,4,167,85.0,0.284264256671
6636,17 Apr 85.00 (AAPL1721P85-E),0.83,0.86,3,167,85.0,0.284264256671
6645,17 Apr 87.50 (AAPL1721P87.5),1.05,1.07,5,167,87.5,0.275941055996
6656,17 Apr 87.50 (AAPL1721P87.5-P),1.01,1.07,5,167,87.5,0.274401305753
6660,17 Apr 90.00 (AAPL1721P90),1.32,1.34,5,167,90.0,0.268169105109
6664,17 Apr 90.00 (AAPL1721P90-A),1.28,1.34,3,167,90.0,0.266845038503
6690,17 Apr 95.00 (AAPL1721P95),2.05,2.08,33,167,95.0,0.253222023331
6693,17 Apr 95.00 (AAPL1721P95-8),1.60,2.08,10,167,95.0,0.241629257079
6694,17 Apr 95.00 (AAPL1721P95-A),2.01,2.08,10,167,95.0,0.252205912084
6696,17 Apr 95.00 (AAPL1721P95-E),2.03,2.08,10,167,95.0,0.252714295835
6705,17 Apr 97.50 (AAPL1721P97.5),2.54,2.57,53,167,97.5,0.246090855438
6707,17 Apr 97.50 (AAPL1721P97.5-4),2.52,2.62,10,167,97.5,0.246771464579
6712,17 Apr 97.50 (AAPL1721P97.5-I),2.54,2.57,17,167,97.5,0.246090855438
6715,17 Apr 97.50 (AAPL1721P97.5-O),2.50,2.57,25,167,97.5,0.245182072335
6720,17 Apr 100.00 (AAPL1721P100),3.10,3.20,73,167,100.0,0.239406975569
6722,17 Apr 100.00 (AAPL1721P100-4),2.93,3.20,10,167,100.0,0.235893104649
6726,17 Apr 100.00 (AAPL1721P100-E),3.10,3.20,14,167,100.0,0.239406975569
6730,17 Apr 100.00 (AAPL1721P100-O),3.10,3.20,25,167,100.0,0.239406975569
6733,17 Apr 100.00 (AAPL1721P100-X),3.10,3.20,23,167,100.0,0.239406975569
6735,17 Apr 105.00 (AAPL1721P105),4.70,4.80,21,167,105.0,0.228586138148
6741,17 Apr 105.00 (AAPL1721P105-E),4.70,4.80,6,167,105.0,0.228586138148
6745,17 Apr 105.00 (AAPL1721P105-O),4.70,4.80,6,167,105.0,0.228586138148
6748,17 Apr 105.00 (AAPL1721P105-X),4.70,4.80,7,167,105.0,0.228586138148
6750,17 Apr 110.00 (AAPL1721P110),6.80,6.95,150,167,110.0,0.217183073566
6752,17 Apr 110.00 (AAPL1721P110-4),6.80,6.95,4,167,110.0,0.217183073566
6753,17 Apr 110.00 (AAPL1721P110-8),6.80,6.95,60,167,110.0,0.217183073566
6754,17 Apr 110.00 (AAPL1721P110-A),6.80,6.95,4,167,110.0,0.217183073566
6756,17 Apr 110.00 (AAPL1721P110-E),6.80,6.95,57,167,110.0,0.217183073566
6757,17 Apr 110.00 (AAPL1721P110-I),6.80,6.95,3,167,110.0,0.217183073566
6761,17 Apr 110.00 (AAPL1721P110-P),6.80,6.95,16,167,110.0,0.217183073566
6763,17 Apr 110.00 (AAPL1721P110-X),6.80,6.95,6,167,110.0,0.217183073566
6765,17 Apr 115.00 (AAPL1721P115),9.55,9.65,145,167,115.0,0.205700202696
6768,17 Apr 115.00 (AAPL1721P115-8),9.55,9.65,10,167,115.0,0.205700202696
6769,17 Apr 115.00 (AAPL1721P115-A),9.55,9.65,14,167,115.0,0.205700202696
6771,17 Apr 115.00 (AAPL1721P115-E),9.55,9.65,14,167,115.0,0.205700202696
6772,17 Apr 115.00 (AAPL1721P115-I),9.55,9.70,83,167,115.0,0.206596407228
6776,17 Apr 115.00 (AAPL1721P115-P),9.40,9.65,22,167,115.0,0.203008234154
6780,17 Apr 120.00 (AAPL1721P120),12.85,13.05,31,167,120.0,0.19443059431
6787,17 Apr 120.00 (AAPL1721P120-I),12.85,13.05,24,167,120.0,0.19443059431
6791,17 Apr 120.00 (AAPL1721P120-P),12.85,13.05,4,167,120.0,0.19443059431
6810,17 Apr 130.00 (AAPL1721P130),21.00,21.35,8,167,130.0,0.162905450994
6816,17 Apr 130.00 (AAPL1721P130-E),21.00,21.35,5,167,130.0,0.162905450994
6823,17 Apr 130.00 (AAPL1721P130-X),21.00,21.35,3,167,130.0,0.162905450994
7020,17 Apr 200.00 (AAPL1721P200),89.55,90.40,25,167,200.0,0.0
7031,17 Apr 200.00 (AAPL1721P200-P),89.55,90.40,25,167,200.0,0.0
7095,17 Jun 60.00 (AAPL1716R60),0.17,0.19,85,228,60.0,0.369479141048
7106,17 Jun 60.00 (AAPL1716R60-P),0.17,0.19,85,228,60.0,0.369479141048
7125,17 Jun 70.00 (AAPL1716R70),0.42,0.45,3,228,70.0,0.331575680435
7131,17 Jun 70.00 (AAPL1716R70-E),0.42,0.45,3,228,70.0,0.331575680435
7140,17 Jun 75.00 (AAPL1716R75),0.64,0.67,5,228,75.0,0.313740736574
7151,17 Jun 75.00 (AAPL1716R75-P),0.64,0.67,5,228,75.0,0.313740736574
7155,17 Jun 80.00 (AAPL1716R80),0.97,0.99,194,228,80.0,0.297375938843
7156,17 Jun 80.00 (AAPL1716R80-3),0.90,0.99,23,228,80.0,0.294532896112
7157,17 Jun 80.00 (AAPL1716R80-4),0.96,1.01,50,228,80.0,0.297778344706
7161,17 Jun 80.00 (AAPL1716R80-E),0.95,1.00,35,228,80.0,0.296972613548
7163,17 Jun 80.00 (AAPL1716R80-J),0.96,1.00,70,228,80.0,0.297375938843
7164,17 Jun 80.00 (AAPL1716R80-K),0.49,1.01,7,228,80.0,0.277717288329
7166,17 Jun 80.00 (AAPL1716R80-P),0.95,0.99,9,228,80.0,0.296568360791
7170,17 Jun 82.50 (AAPL1716R82.5),1.18,1.22,61,228,82.5,0.290044595344
7174,17 Jun 82.50 (AAPL1716R82.5-A),1.15,1.22,55,228,82.5,0.288993895488
7177,17 Jun 82.50 (AAPL1716R82.5-I),1.18,1.22,4,228,82.5,0.290044595344
7185,17 Jun 85.00 (AAPL1716R85),1.45,1.47,285,228,85.0,0.282721387675
7191,17 Jun 85.00 (AAPL1716R85-E),1.44,1.46,280,228,85.0,0.282109052769
7195,17 Jun 85.00 (AAPL1716R85-O),1.41,1.47,5,228,85.0,0.2814951165
7200,17 Jun 87.50 (AAPL1716R87.5),1.76,1.78,250,228,87.5,0.275631563618
7206,17 Jun 87.50 (AAPL1716R87.5-E),1.73,1.80,250,228,87.5,0.275361463388
7215,17 Jun 90.00 (AAPL1716R90),2.13,2.16,1295,228,90.0,0.269111623038
7216,17 Jun 90.00 (AAPL1716R90-3),2.00,2.16,4,228,90.0,0.265972930778
7218,17 Jun 90.00 (AAPL1716R90-8),1.62,2.16,56,228,90.0,0.256621806187
7219,17 Jun 90.00 (AAPL1716R90-A),2.08,2.16,20,228,90.0,0.267907841602
7221,17 Jun 90.00 (AAPL1716R90-E),2.12,2.16,699,228,90.0,0.268871201903
7222,17 Jun 90.00 (AAPL1716R90-I),2.13,2.16,390,228,90.0,0.269111623038
7225,17 Jun 90.00 (AAPL1716R90-O),2.09,2.16,51,228,90.0,0.268148934431
7226,17 Jun 90.00 (AAPL1716R90-P),2.08,2.17,29,228,90.0,0.268148934431
7229,17 Jun 90.00 (AAPL1716R90-Y),2.08,2.16,46,228,90.0,0.267907841602
7230,17 Jun 92.50 (AAPL1716R92.5),2.57,2.60,64,228,92.5,0.262682081476
7232,17 Jun 92.50 (AAPL1716R92.5-4),2.56,2.61,11,228,92.5,0.262682081476
7233,17 Jun 92.50 (AAPL1716R92.5-8),2.02,3.20,52,228,92.5,0.263762001811
7245,17 Jun 95.00 (AAPL1716R95),3.05,3.20,116,228,95.0,0.257390208234
7248,17 Jun 95.00 (AAPL1716R95-8),3.05,3.20,57,228,95.0,0.257390208234
7251,17 Jun 95.00 (AAPL1716R95-E),3.05,3.20,5,228,95.0,0.257390208234
7258,17 Jun 95.00 (AAPL1716R95-X),3.05,3.20,51,228,95.0,0.257390208234
7260,17 Jun 97.50 (AAPL1716R97.5),3.70,3.80,8,228,97.5,0.25212529159
7261,17 Jun 97.50 (AAPL1716R97.5-3),3.60,3.80,3,228,97.5,0.250316668015
7266,17 Jun 97.50 (AAPL1716R97.5-E),3.65,3.80,5,228,97.5,0.251221449587
7275,17 Jun 100.00 (AAPL1716R100),4.40,4.50,191,228,100.0,0.24627975187
7281,17 Jun 100.00 (AAPL1716R100-E),4.35,4.50,173,228,100.0,0.245437028695
7282,17 Jun 100.00 (AAPL1716R100-I),4.40,4.50,6,228,100.0,0.24627975187
7286,17 Jun 100.00 (AAPL1716R100-P),4.40,4.50,5,228,100.0,0.24627975187
7288,17 Jun 100.00 (AAPL1716R100-X),4.30,4.50,3,228,100.0,0.24459380065
7290,17 Jun 105.00 (AAPL1716R105),6.10,6.25,937,228,105.0,0.235306143354
7293,17 Jun 105.00 (AAPL1716R105-8),6.10,6.25,50,228,105.0,0.235306143354
7296,17 Jun 105.00 (AAPL1716R105-E),6.10,6.25,369,228,105.0,0.235306143354
7297,17 Jun 105.00 (AAPL1716R105-I),6.10,6.25,6,228,105.0,0.235306143354
7301,17 Jun 105.00 (AAPL1716R105-P),6.10,6.25,450,228,105.0,0.235306143354
7303,17 Jun 105.00 (AAPL1716R105-X),6.10,6.25,60,228,105.0,0.235306143354
7305,17 Jun 110.00 (AAPL1716R110),8.35,8.40,268,228,110.0,0.224963440905
7308,17 Jun 110.00 (AAPL1716R110-8),8.35,8.50,53,228,110.0,0.226432138781
7309,17 Jun 110.00 (AAPL1716R110-A),8.35,8.50,4,228,110.0,0.226432138781
7311,17 Jun 110.00 (AAPL1716R110-E),8.35,8.50,26,228,110.0,0.226432138781
7312,17 Jun 110.00 (AAPL1716R110-I),8.35,8.40,158,228,110.0,0.224963440905
7315,17 Jun 110.00 (AAPL1716R110-O),8.35,8.50,8,228,110.0,0.226432138781
7316,17 Jun 110.00 (AAPL1716R110-P),8.35,8.50,9,228,110.0,0.226432138781
7318,17 Jun 110.00 (AAPL1716R110-X),8.35,8.50,9,228,110.0,0.226432138781
7320,17 Jun 115.00 (AAPL1716R115),11.05,11.25,20,228,115.0,0.217052154535
7327,17 Jun 115.00 (AAPL1716R115-I),11.05,11.25,20,228,115.0,0.217052154535
7335,17 Jun 120.00 (AAPL1716R120),14.25,14.40,31,228,120.0,0.206057268389
7342,17 Jun 120.00 (AAPL1716R120-I),14.30,14.50,24,228,120.0,0.208582972406
7348,17 Jun 120.00 (AAPL1716R120-X),14.25,14.40,5,228,120.0,0.206057268389
7365,17 Jun 130.00 (AAPL1716R130),21.85,22.45,65,228,130.0,0.187088642537
7367,17 Jun 130.00 (AAPL1716R130-4),21.85,22.45,4,228,130.0,0.187088642537
7369,17 Jun 130.00 (AAPL1716R130-A),21.85,22.45,11,228,130.0,0.187088642537
7371,17 Jun 130.00 (AAPL1716R130-E),21.85,22.45,16,228,130.0,0.187088642537
7372,17 Jun 130.00 (AAPL1716R130-I),21.85,22.45,16,228,130.0,0.187088642537
7375,17 Jun 130.00 (AAPL1716R130-O),21.85,22.45,10,228,130.0,0.187088642537
7379,17 Jun 130.00 (AAPL1716R130-Y),21.85,22.45,5,228,130.0,0.187088642537
7380,17 Jun 135.00 (AAPL1716R135),26.20,26.80,19,228,135.0,0.167319387188
7386,17 Jun 135.00 (AAPL1716R135-E),26.20,26.80,11,228,135.0,0.167319387188
7393,17 Jun 135.00 (AAPL1716R135-X),26.20,26.80,6,228,135.0,0.167319387188
7635,17 Jul 75.00 (AAPL1721S75),0.77,0.85,31,259,75.0,0.308425814855
7638,17 Jul 75.00 (AAPL1721S75-8),0.77,0.89,30,259,75.0,0.310253680349
7650,17 Jul 80.00 (AAPL1721S80),1.14,1.24,41,259,80.0,0.293169403762
7653,17 Jul 80.00 (AAPL1721S80-8),1.14,1.24,31,259,80.0,0.293169403762
7659,17 Jul 80.00 (AAPL1721S80-K),1.14,1.24,10,259,80.0,0.293169403762
7695,17 Jul 95.00 (AAPL1721S95),3.45,3.60,8,259,95.0,0.254630880524
7700,17 Jul 95.00 (AAPL1721S95-B),3.45,3.60,5,259,95.0,0.254630880524
7705,17 Jul 95.00 (AAPL1721S95-O),3.45,3.60,3,259,95.0,0.254630880524
7710,17 Jul 100.00 (AAPL1721S100),4.85,5.00,8,259,100.0,0.244377264833
7723,17 Jul 100.00 (AAPL1721S100-X),4.85,5.00,7,259,100.0,0.244377264833
7725,17 Jul 105.00 (AAPL1721S105),6.65,6.80,25,259,105.0,0.234610757513
7727,17 Jul 105.00 (AAPL1721S105-4),6.65,6.80,25,259,105.0,0.234610757513
7770,17 Jul 120.00 (AAPL1721S120),14.75,14.90,7,259,120.0,0.205438559244
7777,17 Jul 120.00 (AAPL1721S120-I),14.75,14.95,5,259,120.0,0.206219183546
7785,17 Jul 125.00 (AAPL1721S125),18.35,18.45,37,259,125.0,0.193721356339
7790,17 Jul 125.00 (AAPL1721S125-B),18.35,18.50,4,259,125.0,0.194660685166
7792,17 Jul 125.00 (AAPL1721S125-I),18.35,18.45,17,259,125.0,0.193721356339
7795,17 Jul 125.00 (AAPL1721S125-O),18.35,18.50,12,259,125.0,0.194660685166
7796,17 Jul 125.00 (AAPL1721S125-P),18.35,18.50,4,259,125.0,0.194660685166
8010,17 Jul 200.00 (AAPL1721S200),89.55,90.75,25,259,200.0,0.0
8017,17 Jul 200.00 (AAPL1721S200-I),89.55,92.20,25,259,200.0,0.237696270572
8130,17 Nov 50.00 (AAPL1717W50),0.26,0.28,180,381,50.0,0.384694075759
8136,17 Nov 50.00 (AAPL1717W50-E),0.26,0.29,180,381,50.0,0.385848672937
8205,17 Nov 75.00 (AAPL1717W75),1.59,1.65,10,381,75.0,0.302623379906
8215,17 Nov 75.00 (AAPL1717W75-O),1.59,1.75,8,381,75.0,0.30538060761
8250,17 Nov 90.00 (AAPL1717W90),4.05,4.20,118,381,90.0,0.26970110646
8255,17 Nov 90.00 (AAPL1717W90-B),4.05,4.20,7,381,90.0,0.26970110646
8260,17 Nov 90.00 (AAPL1717W90-O),4.05,4.20,110,381,90.0,0.26970110646
8325,17 Nov 105.00 (AAPL1717W105),9.05,9.20,3,381,105.0,0.243842683664
8335,17 Nov 105.00 (AAPL1717W105-O),9.05,9.20,3,381,105.0,0.243842683664
8340,17 Nov 110.00 (AAPL1717W110),11.40,11.55,1523,381,110.0,0.235808990201
8342,17 Nov 110.00 (AAPL1717W110-4),11.40,11.55,35,381,110.0,0.235808990201
8346,17 Nov 110.00 (AAPL1717W110-E),11.40,11.55,25,381,110.0,0.235808990201
8350,17 Nov 110.00 (AAPL1717W110-O),11.40,11.55,408,381,110.0,0.235808990201
8351,17 Nov 110.00 (AAPL1717W110-P),11.40,11.55,7,381,110.0,0.235808990201
8353,17 Nov 110.00 (AAPL1717W110-X),11.40,11.55,1046,381,110.0,0.235808990201
8355,17 Nov 115.00 (AAPL1717W115),14.10,14.25,3,381,115.0,0.227562915167
8370,17 Nov 120.00 (AAPL1717W120),17.15,17.30,11,381,120.0,0.219000714992
8380,17 Nov 120.00 (AAPL1717W120-O),17.15,17.35,8,381,120.0,0.219616133635
8385,17 Nov 125.00 (AAPL1717W125),20.55,20.75,7,381,125.0,0.21089882811
8392,17 Nov 125.00 (AAPL1717W125-I),20.55,20.75,7,381,125.0,0.21089882811
8400,17 Nov 130.00 (AAPL1717W130),24.30,24.45,73,381,130.0,0.201673404508
8405,17 Nov 130.00 (AAPL1717W130-B),24.30,24.45,8,381,130.0,0.201673404508
8407,17 Nov 130.00 (AAPL1717W130-I),24.30,24.45,42,381,130.0,0.201673404508
8410,17 Nov 130.00 (AAPL1717W130-O),24.30,24.45,23,381,130.0,0.201673404508
8430,17 Nov 140.00 (AAPL1717W140),32.35,33.00,150,381,140.0,0.179851948041
8432,17 Nov 140.00 (AAPL1717W140-4),32.35,33.00,15,381,140.0,0.179851948041
8436,17 Nov 140.00 (AAPL1717W140-E),32.35,33.00,15,381,140.0,0.179851948041
8440,17 Nov 140.00 (AAPL1717W140-O),32.35,33.00,120,381,140.0,0.179851948041
8445,17 Nov 145.00 (AAPL1717W145),36.75,37.30,125,381,145.0,0.148129702807
8447,17 Nov 145.00 (AAPL1717W145-4),36.75,37.30,22,381,145.0,0.148129702807
8451,17 Nov 145.00 (AAPL1717W145-E),36.75,37.30,22,381,145.0,0.148129702807
8455,17 Nov 145.00 (AAPL1717W145-O),36.75,37.30,81,381,145.0,0.148129702807
8475,17 Nov 155.00 (AAPL1717W155),45.90,46.55,94,381,155.0,0.0
8485,17 Nov 155.00 (AAPL1717W155-O),45.90,46.55,94,381,155.0,0.0
8595,18 Jan 60.00 (AAPL1819M60),0.72,0.84,27,443,60.0,0.34208455676
8597,18 Jan 60.00 (AAPL1819M60-4),0.72,0.84,5,443,60.0,0.34208455676
8600,18 Jan 60.00 (AAPL1819M60-B),0.72,0.84,5,443,60.0,0.34208455676
8602,18 Jan 60.00 (AAPL1819M60-I),0.72,0.84,5,443,60.0,0.34208455676
8603,18 Jan 60.00 (AAPL1819M60-J),0.72,0.84,3,443,60.0,0.34208455676
8605,18 Jan 60.00 (AAPL1819M60-O),0.72,0.84,5,443,60.0,0.34208455676
8607,18 Jan 60.00 (AAPL1819M60-S),0.72,0.84,4,443,60.0,0.34208455676
8625,18 Jan 70.00 (AAPL1819M70),1.41,1.56,50,443,70.0,0.311769427711
8636,18 Jan 70.00 (AAPL1819M70-P),1.41,1.56,50,443,70.0,0.311769427711
8655,18 Jan 80.00 (AAPL1819M80),2.64,2.75,101,443,80.0,0.285924284105
8665,18 Jan 80.00 (AAPL1819M80-O),2.64,2.79,100,443,80.0,0.28670234306
8700,18 Jan 87.50 (AAPL1819M87.5),4.05,4.20,3,443,87.5,0.270099038863
8702,18 Jan 87.50 (AAPL1819M87.5-4),4.05,4.20,3,443,87.5,0.270099038863
8715,18 Jan 90.00 (AAPL1819M90),4.65,4.80,56,443,90.0,0.26531199769
8718,18 Jan 90.00 (AAPL1819M90-8),4.65,5.05,40,443,90.0,0.268857215966
8722,18 Jan 90.00 (AAPL1819M90-I),4.65,4.90,10,443,90.0,0.266732003579
8726,18 Jan 90.00 (AAPL1819M90-P),4.65,4.80,6,443,90.0,0.26531199769
8730,18 Jan 92.50 (AAPL1819M92.5),5.30,5.55,62,443,92.5,0.261558630462
8733,18 Jan 92.50 (AAPL1819M92.5-8),5.30,5.55,40,443,92.5,0.261558630462
8741,18 Jan 92.50 (AAPL1819M92.5-P),5.35,5.55,20,443,92.5,0.262226007563
8745,18 Jan 95.00 (AAPL1819M95),6.05,6.25,6,443,95.0,0.256687654124
8756,18 Jan 95.00 (AAPL1819M95-P),6.10,6.25,3,443,95.0,0.257320063207
8775,18 Jan 100.00 (AAPL1819M100),7.75,7.95,111,443,100.0,0.247943410617
8781,18 Jan 100.00 (AAPL1819M100-E),7.75,7.95,53,443,100.0,0.247943410617
8785,18 Jan 100.00 (AAPL1819M100-O),7.70,7.95,50,443,100.0,0.247363114754
8788,18 Jan 100.00 (AAPL1819M100-X),7.75,7.95,5,443,100.0,0.247943410617
8790,18 Jan 105.00 (AAPL1819M105),9.80,10.00,12,443,105.0,0.240222443986
8796,18 Jan 105.00 (AAPL1819M105-E),9.80,10.00,10,443,105.0,0.240222443986
8805,18 Jan 110.00 (AAPL1819M110),12.15,12.35,246,443,110.0,0.231943524211
8807,18 Jan 110.00 (AAPL1819M110-4),12.15,12.40,10,443,110.0,0.232479941212
8813,18 Jan 110.00 (AAPL1819M110-J),12.15,12.40,100,443,110.0,0.232479941212
8818,18 Jan 110.00 (AAPL1819M110-X),12.15,12.40,136,443,110.0,0.232479941212
8820,18 Jan 115.00 (AAPL1819M115),14.90,15.10,202,443,115.0,0.225039086317
8830,18 Jan 115.00 (AAPL1819M115-O),14.90,15.10,100,443,115.0,0.225039086317
8833,18 Jan 115.00 (AAPL1819M115-X),14.90,15.10,99,443,115.0,0.225039086317
8835,18 Jan 120.00 (AAPL1819M120),17.95,18.10,34,443,120.0,0.216750175624
8846,18 Jan 120.00 (AAPL1819M120-P),17.95,18.15,33,443,120.0,0.217319040309
8850,18 Jan 125.00 (AAPL1819M125),21.25,21.45,15,443,125.0,0.207569460355
8853,18 Jan 125.00 (AAPL1819M125-8),21.25,21.80,15,443,125.0,0.211914254449
8865,18 Jan 130.00 (AAPL1819M130),24.95,25.10,18,443,130.0,0.198922034298
8872,18 Jan 130.00 (AAPL1819M130-I),24.95,25.10,14,443,130.0,0.198922034298
8880,18 Jan 135.00 (AAPL1819M135),28.85,29.00,136,443,135.0,0.187519652086
8883,18 Jan 135.00 (AAPL1819M135-8),28.70,30.10,3,443,135.0,0.203584589687
8887,18 Jan 135.00 (AAPL1819M135-I),28.85,29.00,67,443,135.0,0.187519652086
8890,18 Jan 135.00 (AAPL1819M135-O),28.85,29.00,49,443,135.0,0.187519652086
8891,18 Jan 135.00 (AAPL1819M135-P),28.85,29.00,9,443,135.0,0.187519652086
8893,18 Jan 135.00 (AAPL1819M135-X),28.70,29.30,6,443,135.0,0.190159218663
8910,18 Jan 145.00 (AAPL1819M145),37.30,37.75,20,443,145.0,0.158724016317
8914,18 Jan 145.00 (AAPL1819M145-A),37.30,37.75,20,443,145.0,0.158724016317
9000,18 Jan 175.00 (AAPL1819M175),65.30,65.90,32,443,175.0,0.0
9007,18 Jan 175.00 (AAPL1819M175-I),65.30,65.90,5,443,175.0,0.0
9010,18 Jan 175.00 (AAPL1819M175-O),65.30,65.90,27,443,175.0,0.0
9165,19 Jan 90.00 (AAPL1918M90),8.00,8.30,17,808,90.0,0.256158005854
9171,19 Jan 90.00 (AAPL1918M90-E),8.00,8.30,3,808,90.0,0.256158005854
9175,19 Jan 90.00 (AAPL1918M90-O),8.00,8.30,4,808,90.0,0.256158005854
9176,19 Jan 90.00 (AAPL1918M90-P),8.00,8.65,6,808,90.0,0.259586767137
9180,19 Jan 95.00 (AAPL1918M95),9.80,10.15,1012,808,95.0,0.250141848119
9190,19 Jan 95.00 (AAPL1918M95-O),9.80,10.20,5,808,95.0,0.250596935959
9191,19 Jan 95.00 (AAPL1918M95-P),9.70,10.20,5,808,95.0,0.249686725935
9193,19 Jan 95.00 (AAPL1918M95-X),9.80,10.20,1000,808,95.0,0.250596935959
9210,19 Jan 100.00 (AAPL1918M100),11.80,12.00,143,808,100.0,0.2418541195
9211,19 Jan 100.00 (AAPL1918M100-3),11.80,12.30,10,808,100.0,0.244439735546
9215,19 Jan 100.00 (AAPL1918M100-B),11.65,12.30,17,808,100.0,0.243146884397
9216,19 Jan 100.00 (AAPL1918M100-E),11.80,12.30,93,808,100.0,0.244439735546
